Name,Type,One Liner,Industry,Website,Service / Product Description,Business Model,Technology,Customer,Pain Point,Value Chain,Theme,Focus Area,Opportunity Space,Founded,Employees,Country,City,Funded,Funding Stage,Latest Funding Date,Total Funding (USD),Latest Funding (USD),Maturity,Fast Growth (Y/N),Relevance,Inc. Radar,Hero,Comments,,,Old or New
Port Logistics Group,,Third party logistics service provider,Logistics,https://www.portlogisticsgroup.com,"Port Logistics Group is a third party party gateway logistics provider. IT was founded in 2008 by Robert Stull, through the acquisition of three regional 3PLs in New Jersey and Los Angeles. Its services include gateway logistics services, including value-added warehousing and omni-channel distribution, transloading and cross-docking, eCommerce fulfillment, warehousing and national transportation. It operates 5.5 million square feet of warehouse located at several ports in North America. It was acquired by Endeavour Capital in 2014.",,,,,,,,,2008,,USA,Los Angeles,Yes,Acquired,,,,Existing,,,,,,Business Model Innovation,Switching Transport Mode,Old
Portcast,,,,https://portcast.io/,"Portcast is an AI-enabled analytics platform for cargo arrival times. The platform provides AI-enabled predictive analytics on cargo demand, cargo rates, and arrival times based on real-time external constraints (like weather, fuel prices, etc). Additionally, the platform provides real-time risk alerts and scenario planning solutions",,,,,,,,,2017,,Singapore,,,,,-,,,,,,,,Smart ports,Data audit & standardisation,Old
PortQ,,Online marketplace for freight transportation services,Maritime,https://portq.com/,"PortQ is an online vessel and truck booking marketplace operating in Australian ports. The company partners with logistics service providers and enables terminal operators to book vessels/trucks for freight transportation. The platform also has integrated workflows for real-time load tracking, chain of responsibility management, automated notifications, and data analytics.",,,,,,,,,2010,,Australia,Black Rock,No,Unfunded,,,,Existing,,,,,,Business Model Innovation,Freight Orchestration,Old
PortXchange,,AI-based application provider for managing terminal operations,Maritime,https://www.port-xchange.com,"PortXchange offers an AI-based application for managing terminal operations. The platform allows users to exchange information around port calls, forecasts ETA and provides updates & notifies statuses like changes, delays or planning conflicts.",,,,,,,,,2019,,Netherlands,Rotterdam,No,Unfunded,,,,Distant,,,,,,Data & AI,Port-Side Analytics,Old
Power Ledger,,P2P Energy trading platform,Energy,https://www.powerledger.io,"Power Ledger uses blockchain technology to provide a transparent, auditable and automated market trading and clearing mechanism for the sale of surplus Energy generated on-site at multi-unit/multi-tenanted residential and commercial developments and at homes and businesses connected to microgrids and the distribution network.",,,,,,,,,2016,,Australia,Perth,Yes,Seed,,,,Existing,,,,,,CO2 Transparency,Blockchain For CO2 Provenance,Old
Power UP Technologies,,,,https://www.powerupenergytech.com,"We are PowerUp Energy Technologies, a producer of hydrogen fuel cell based electrical generators",,,,,,,,,,,,,,,,,,,,,,,,,,Old
Powerchain,,Decentralized blockchain ecosystem for Energy storage,Energy,http://avisfintech.com,Powerchain provides a decentralized ecosystem for Energy storage and utilization. It offers the trading of electricity through the blockchain. It stimulates Energy storage installation for using it to stabilize the power system. It helps backup generators earn additional income by sailing electricity to other ecosystem participants and using the opportunities for mining cryptocurrency. It also offers rewards converted to fiat money for the contributors.,,,,,,,,,2016,,Estonia,Tallinn,No,Unfunded,,,,,,,,,,CO2 Transparency,Blockchain For CO2 Provenance,Old
Preteckt,,,,,Preteckt uses machine learning to predict vehicle service needs before they occur.,,,,,,,,,,,,,,,,,,,,,,,,,,Old
Price f(x),Startup,,,https://www.pricefx.com,"Pricefx’s cloud-hosted, modularized platform connects to apps and algorithmic libraries to analyze and manage pricing. PriceOptimizer — leverages machine learning and data science techniques to test various pricing strategies, segments, volumes, and margins",,,,,,Data Transparency,Price Optimisation,,2011,,Germany,,Yes,,,,,,,,TRUE,FALSE,,,,Old
Prodigynet Solutions,,IT Solutions for freight and haulage industry,Logistics,http://prodigynet.com.my/,"ProdigyNet provides technology solutions to the logistics industry. The company has 4 offerings: [1] ProdigyTMS, a transport management software with features like fleet planning and maintenance, driver analysis and performance management; [2] ProdigyFWD, allows for central monitoring of freight operations with real-time tracking; [3] ProdigyHMS, is a solution tailored for haulage processes; [4] ProdigyWMS is a warehouse management system with features like real-time inventory management, customer inventory process management, and management reports.",,,,,,,,,2016,,Malaysia,Pelabuhan Klang,No,Unfunded,,,,Existing,,,,,,Data & AI,Fleet Utilization,Old
Progressive Logistics,,Logistics services provider,Maritime,https://www.progressivelogistics.com,"Progressive Logistics offers warehouse management services, inventory management services, transloading services, transportation & distribution (rail, ocean & air) services to clients. Caters to a wide range of industries including automotive & manufacturing, consumer goods, and electronics.",,,,,,,,,2005,,USA,Plainfield,Yes,Funded,,,,Existing,,,,,,Business Model Innovation,Switching Transport Mode,Old
Prologit,,Software solutions for logistics,Logistics,https://www.prologit.de,"Prologit provides software solutions for logistics. Its products include LocoPlan, CTRANS and catkin. LocoPlan is a software solution for resource planning and monitoring of rail transport networks. CTRANS is a forwarding planning software for management of container shipments and cargo area. catkin is a customer portal for order processing and communication between different stakeholders.",,,,,,,,,2004,,Germany,Dortmund,No,Unfunded,,,,Existing,,,,,,Data & AI,Port-Side Analytics,Old
Promethean Energy,,Waste heat recovery products for industrial purposes,Energy,,,,,,,,,,,2014,,India,Mumbai,No,Seed,,485443,,Emerging,,,,,,Fuel & Efficiency,Energy Efficiency & Storage,Old
Prometheus Fuels,,remove carbon dioxide from air and turn it into gasoline,Chemicals,,,,,,,,,,,2018,,USA,San Mateo,,,,,,Distant,,,,,,"Carbon CS, offsetting & trading",CO2 Upcycling,Old
Propeller Innovation,,,,Project tests in pdf.,retrofitted propeller design,,,,,,,,,,,,,,,,,,,,,,,,,,Old
ProRoute,,Platform for route optimisation and planning,Logistics,http://www.proroute.co,"ProRoute is a platform for route optimisation and planning. Its features include vehicle monitoring, trip planning, live tracking, integrated route and job management. It provides proof of delivery and informs drivers of last-minute changes to delivery addresses.",,,,,,,,,2017,,Australia,Brisbane,No,Unfunded,,,,Emerging,,,,,,Data & AI,Fleet Utilization,Old
Prosume,,P2P renewable electricity exchange,Energy,http://www.carbongrid.io,"Prosume is working on a peer-to-peer Energy exchange platform to increase Energy efficiency and at the same time expand its reach. It connects independent power producers, consumers, innovative utility companies and Energy communities in a locally shared market where each peer is free to interact in a multi-tenant ecosystem.",,,,,,,,,2017,,Switzerland,Zug,No,Unfunded,,,,Existing,,,,,,CO2 Transparency,Blockchain For CO2 Provenance,Old
Protrans,,Tech-enabled freight forwarder,Maritime,http://protrans.com.vn,"Protrans is a tech-enabled freight forwarder. Offers a web-based platform which enables users/shippers to check freight and book services as well as receive real-time shipment statuses/alerts. Additionally, the platform also offers functionalities such as order management and online payments. Services offered include multi-modal freight forwarding and customs clearance.",,,,,,,,,,,Vietnam,Ho Chi Minh City,No,Unfunded,,,,Existing,,,,,,Business Model Innovation,Freight Orchestration,Old
Provenance,,,,https://www.provenance.org/how-it-works,"Operator of an online data platform designed to deliver meaningful change to commerce through open and accessible informationabout products and supply chains. The company's platform provides real-time data to create transparency by tracing the origins and histories of products, enabling brands to easily gather and verify stories, keep them connected to physical things and embed them anywhere online.",,,,,,,,,2013,,,,,,,$1.21M,,,,,,,,,New products and services based on shipping data,Old
Pureteq,,,,http://www.pureteq.com/about-us/,"We solve environmental problems for our customers in the on and offshore industries and the maritime sector. We provide solutions for established problems within combustion, e.g. the use of alternative energy, and the purification and heat recovery of flue gas. We provide technologies that clean oil and chemical-polluted process water for the on and offshore industries.",,,,,,,,,,,,,,,,,,,,,,,,,,Old
Pylon Network,,Blockchain based Energy trading platform,Blockchain,http://ww1.recycletocoin.com,Pylon Network is a network for the trade and exchange of green Energy. The system claims to be powered by an integrated smart meter that records data on a blockchain. All transactions on the network are through a native token. Pylon Network is primarily created with the goal of reducing middle men involved in Energy related transactions.,,,,,,,,,2017,,Spain,Castellon De La Plana,No,Unfunded,,,,Existing,,,,,,CO2 Transparency,Blockchain For CO2 Provenance,Old
Qafila,,Provides tech-enabled freight forwarders,Maritime,https://www.qafila.com,"Quafila provides tech-enabled freight forwarders. The platform allows booking, tracking, controlling, and managing the cargo and freights. It provides services like proactive exception management, automated milestone update, data-driven insights, customized reporting, KPI and SLA.",,,,,,,,,2004,,United Arab Emirates,Dubai,Yes,Funded,,,,Existing,,,,,,Business Model Innovation,Freight Orchestration,Old
QLogistics,,Provider of AI-based transportation management software,SaaS,https://qlogistics.io/,"QLogistics is a provider of AI-based transportation management software. It uses machine intelligence to optimise vehicle routing, provide live driver tracking, handle capacities, time windows, priorities and manage pickup and deliveries.",,,,,,,,,2019,,USA,California City,No,Unfunded,,,,Existing,,,,,,Data & AI,Fleet Utilization,Old
Qoobus,,Online booking platform for load transport,Maritime,https://www.qoobus.com,"Qoobus provides an online platform booking platform for load hauling. Its features include chat offer, offer notifications, company rating, and statistics among others. Customers can post loads, review bids and choose the offers that match their requirements. It also provides alerts when new loads match shippers' criteria.",,,,,,,,,2015,,Moldova,Chisinau,No,Unfunded,,,,Emerging,,,,,,Business Model Innovation,Freight Orchestration,Old
